label,logFC,P.Value,adj.P.Val,AveExpr,t,B,absLogFC,log10Pvalue,log10Padj
RAB33B,0.14523008,0.437839755,0.849326398,5.871857587,0.775847943,-5.52207337,0.14523008,0.358684808,0.070925377
RAB34,-0.014639121,0.932685832,0.989728096,6.403479194,-0.084466243,-5.862997373,0.014639121,0.03026462,0.004484101
RAB35,-0.160502036,0.406688207,0.843811852,5.945375819,-0.829737621,-5.454874658,0.160502036,0.390738421,0.073754379
RAB36,0.248735251,0.188726677,0.711946708,5.938102934,1.314360064,-5.00190798,0.248735251,0.724166706,0.147552514
RAB37,0.254778167,0.131692843,0.663884714,5.751168321,1.507466394,-4.83860907,0.254778167,0.880437827,0.177907331
RAB38,0.07374814,0.669763916,0.932343781,5.767213177,0.426472717,-5.784532797,0.07374814,0.174078254,0.030423922
RAB39A,-0.061706354,0.748466146,0.955654169,6.207406248,-0.320663003,-5.724194742,0.061706354,0.125827838,0.019699241
RAB39B,-0.171484036,0.307162113,0.804384012,5.742285635,-1.021197683,-5.412735911,0.171484036,0.512632354,0.09453657
RAB3A,-0.121127238,0.509466244,0.883527471,5.838036895,-0.659670299,-5.61477282,0.121127238,0.292884586,0.053779943
RAB3B,0.049216919,0.778938054,0.961336262,5.779304272,0.280703605,-5.819382793,0.049216919,0.108497079,0.017124675
RAB3C,0.016164293,0.929472603,0.989027984,5.823500185,0.088508526,-5.814670637,0.016164293,0.031763407,0.00479142
RAB3D,-0.101936568,0.463805433,0.863243887,6.675141386,-0.732596586,-5.817343657,0.101936568,0.333664168,0.063866488
RAB3GAP1,-0.067756473,0.678367679,0.935150019,6.483397886,-0.414692256,-5.840931897,0.067756473,0.168534853,0.029118713
RAB3GAP2,-0.188552705,0.335525533,0.82172357,6.009269923,-0.963046304,-5.336946723,0.188552705,0.474274425,0.085274256
RAB3IL1,0.439444411,0.010045872,0.315731936,5.793863118,2.574272628,-2.820347276,0.439444411,1.998012373,0.500681488
RAB3IP,-0.124055842,0.504136317,0.881213762,5.851744837,-0.667997025,-5.599792926,0.124055842,0.297452016,0.054918729
RAB40A,0.190410568,0.184923943,0.708097475,5.557447399,1.325750599,-5.211581621,0.190410568,0.733006856,0.149906954
RAB40AL,-0.089533552,0.59912105,0.915288486,5.751031798,-0.525665806,-5.754699827,0.089533552,0.222485421,0.038442001
RAB40B,-0.144644232,0.455161735,0.858453198,5.950830811,-0.746838928,-5.512886699,0.144644232,0.341834256,0.066283377
RAB40C,-0.142305473,0.465105796,0.863424079,6.151214825,-0.730466832,-5.518792,0.142305473,0.332448248,0.063775844
RAB41,0.216732253,0.157180065,0.693679602,5.635408393,1.414625262,-5.042930462,0.216732253,0.803602535,0.158841076
RAB42,-0.01132412,0.948528198,0.992112919,5.778332613,-0.064555233,-5.853259852,0.01132412,0.022949754,0.003438895
RAB43,-0.070912673,0.719756029,0.945323559,6.037687905,-0.358785416,-5.688660366,0.070912673,0.142814688,0.024419519
RAB44,0.153684122,0.400802283,0.843811852,5.836974283,0.840191171,-5.494519129,0.153684122,0.397069813,0.073754379
RAB4A,-0.028393085,0.840652275,0.970277206,6.657021148,-0.201059491,-6.038556712,0.028393085,0.075383607,0.013104171
RAB4B,-0.136231361,0.487714315,0.873232875,5.99982908,-0.693950182,-5.535681959,0.136231361,0.311834498,0.058869922
RAB5A,0.021678118,0.911673917,0.984072858,5.960737039,0.110927551,-5.751220523,0.021678118,0.04016047,0.006972746
RAB5B,-0.042600967,0.802776385,0.963639105,6.426054675,-0.24975592,-5.852193567,0.042600967,0.095405411,0.016085584
RAB5C,-0.165738097,0.116697061,0.638602698,6.973045373,-1.568796489,-5.143217253,0.165738097,0.932940082,0.194769251
RAB5IF,-0.032176459,0.863279735,0.975226207,6.278638398,-0.172200954,-5.783915976,0.032176459,0.063848454,0.010894637
RAB6A,0.202438823,0.232263327,0.751499347,6.434282921,1.194552774,-5.227372798,0.202438823,0.634019357,0.124071393
RAB6B,-0.042987684,0.80387603,0.963639105,5.76609843,-0.248334308,-5.838982577,0.042987684,0.094810921,0.016085584
RAB6C,-0.376932254,0.042658641,0.493251434,5.94080296,-2.027050746,-3.931244272,0.376932254,1.369992987,0.306931644
RAB7A,-0.270266564,0.052793177,0.518475571,6.682415203,-1.936621153,-4.292033195,0.270266564,1.277422205,0.285271701
RAB7B,-0.104877858,0.586771235,0.91068619,5.927207603,-0.543521799,-5.634671936,0.104877858,0.231531185,0.040631249
RAB8A,-0.082682777,0.670768004,0.932343781,6.173542289,-0.425094874,-5.679458438,0.082682777,0.173427662,0.030423922
RAB8B,-0.277090373,0.130074996,0.663233185,5.869660443,-1.513812883,-4.770033968,0.277090373,0.885806178,0.178333752
RAB9A,0.010531682,0.957495078,0.992294727,6.090124893,0.053297314,-5.7455117,0.010531682,0.01886345,0.003359317
RAB9B,-0.286145656,0.097768261,0.59889072,5.78137215,-1.655779006,-4.605417491,0.286145656,1.009802111,0.222652416
RABAC1,-0.037700996,0.797669505,0.963639105,6.610671946,-0.256364726,-5.988446976,0.037700996,0.098177011,0.016085584
RABEP1,-0.028239735,0.886497351,0.978633394,6.068369562,-0.142737882,-5.73652709,0.028239735,0.052322558,0.009379969
RABEP2,-0.156649302,0.267558284,0.772860271,6.659966358,-1.108706408,-5.475592827,0.156649302,0.572581598,0.111899017
RABEPK,0.253545409,0.174013781,0.708097475,5.898980068,1.359424989,-4.958266139,0.253545409,0.759416357,0.149906954
RABGAP1,-0.472884468,0.003661079,0.211744064,6.496720281,-2.906014164,-1.99781571,0.472884468,2.436390946,0.674188755
RABGAP1L,-0.056864173,0.772217573,0.959307598,6.131350075,-0.289475858,-5.714355544,0.056864173,0.112260319,0.018042116
RABGEF1,-0.070894773,0.713341831,0.945159876,6.199394444,-0.367372187,-5.707134292,0.070894773,0.146702308,0.024494723
RABGGTA,0.406503559,0.021722308,0.396502624,5.857287391,2.295208027,-3.428042632,0.406503559,1.663094023,0.401753934
RABGGTB,-0.109918629,0.569793674,0.904319888,6.183524716,-0.568356399,-5.620202745,0.109918629,0.244282377,0.043677918
RABIF,0.199551951,0.30519847,0.802318881,6.110591256,1.025351971,-5.285941448,0.199551951,0.515417648,0.095652987
RABL2B,0.107510905,0.5552032,0.899430147,6.322110805,0.589982345,-5.661238241,0.107510905,0.25554804,0.04603256
RABL3,0.300972299,0.096660423,0.597365798,5.871073079,1.661272429,-4.563454928,0.300972299,1.014751308,0.223759647
RABL6,-0.254504642,0.130075663,0.663233185,6.446328245,-1.513810256,-4.833789224,0.254504642,0.885803952,0.178333752
RAC1,-0.250662622,0.124593869,0.652380065,6.48811226,-1.535780698,-4.825566464,0.250662622,0.904503328,0.185499318
RAC2,0.005091424,0.979017824,0.995270841,5.928720176,0.026300325,-5.764989888,0.005091424,0.009209401,0.002058719
RAC3,-0.170703735,0.366224555,0.838421843,6.24370005,-0.903570124,-5.41679366,0.170703735,0.436252541,0.076537416
RACGAP1,-0.076690386,0.684744556,0.937470611,5.8749959,-0.405997972,-5.712712196,0.076690386,0.164471412,0.028042338
RACK1,-0.086545751,0.354646468,0.831817294,7.090021112,-0.925616583,-6.036723801,0.086545751,0.450204361,0.079972055
RAD1,0.014827115,0.936372831,0.991414539,5.847222559,0.079829646,-5.799972395,0.014827115,0.028551196,0.003744716
RAD17,-0.150186196,0.44478495,0.852637639,6.050679552,-0.764139719,-5.488569849,0.150186196,0.351849916,0.0692355
RAD18,-0.131439543,0.489087136,0.873352483,5.892335241,-0.691762841,-5.565212727,0.131439543,0.31061376,0.05881044
RAD21,-0.257340209,0.124390238,0.651862087,6.451885173,-1.536611217,-4.804555683,0.257340209,0.905213701,0.185844278
RAD21L1,0.095166062,0.557075387,0.900328574,5.709863757,0.587192131,-5.767977545,0.095166062,0.25408603,0.045598966
RAD23A,-0.30254943,0.085266598,0.583734839,6.373007188,-1.720922201,-4.491968972,0.30254943,1.069221062,0.233784386
RAD23B,-0.225027841,0.039354662,0.483252479,6.944985279,-2.060473672,-4.250644983,0.225027841,1.405003814,0.315825909
RAD50,-0.214918337,0.269030407,0.773587507,6.130330173,-1.105301466,-5.209764649,0.214918337,0.570198632,0.111490553
RAD51,0.159662799,0.351592637,0.82883903,5.764735103,0.931506868,-5.476099107,0.159662799,0.453960228,0.081529806
RAD51AP1,-0.122475182,0.481558615,0.870963897,5.77245566,-0.703799351,-5.634502797,0.122475182,0.317350843,0.059999847
RAD51AP2,0.159797385,0.304323525,0.801607649,5.669152774,1.027208717,-5.473004099,0.159797385,0.516664475,0.096038147
RAD51B,-0.135499644,0.486911377,0.872883366,6.146398979,-0.695231057,-5.541091296,0.135499644,0.312550078,0.059043783
RAD51C,0.298547078,0.119723686,0.642685524,6.102096961,1.555941551,-4.677562854,0.298547078,0.921819921,0.192001482
RAD51D,-0.007388063,0.967592348,0.993284596,5.817301723,-0.040628197,-5.821425122,0.007388063,0.014307575,0.002926299
RAD52,0.568161323,0.00082131,0.100258831,5.81227034,3.345566045,-0.712764524,0.568161323,3.085493051,0.998877363
RAD54L,0.021302665,0.894850666,0.980817247,5.707384371,0.132169122,-5.925400809,0.021302665,0.048249434,0.008411906
RAD54L2,0.324976704,0.079924155,0.578452351,5.945149421,1.75113584,-4.407135954,0.324976704,1.097321944,0.23773241
RAD9A,0.154260376,0.427478118,0.843811852,5.971216322,0.793516242,-5.477228488,0.154260376,0.369086111,0.073754379
RAD9B,-0.05618072,0.742852413,0.953688103,5.755837751,-0.328078849,-5.827697773,0.05618072,0.129097461,0.020593635
RADIL,0.072100912,0.62042059,0.915374534,5.618858089,0.495255176,-5.913248981,0.072100912,0.207313798,0.038401174
RADX,-0.116270954,0.465521454,0.863424079,5.697575053,-0.72978676,-5.695956027,0.116270954,0.332060299,0.063775844
RAE1,-0.330186339,0.076435664,0.572841115,5.909728091,-1.771762234,-4.371298883,0.330186339,1.116703956,0.241965818
RAET1E,0.119032253,0.409832244,0.843811852,5.594641278,0.824190734,-5.715836718,0.119032253,0.387393876,0.073754379
RAET1G,0.333772017,0.05098212,0.51702313,5.776663718,1.951642801,-4.120321381,0.333772017,1.292582105,0.286490027
RAET1L,-0.129845463,0.471800192,0.866934805,5.811684007,-0.71955457,-5.592271485,0.129845463,0.326241887,0.062013561
RAF1,-0.041012094,0.819722157,0.964927804,6.345552962,-0.227902669,-5.807964223,0.041012094,0.086333326,0.015505179
RAG1,0.153476579,0.351972333,0.82883903,5.724633692,0.930772746,-5.510266269,0.153476579,0.453491473,0.081529806
RAG2,0.388833661,0.016699159,0.372625664,5.649633204,2.393286902,-3.262127163,0.388833661,1.777305397,0.428727238
RAI1,0.13336194,0.49103116,0.874643768,5.956212709,0.68867104,-5.550720866,0.13336194,0.308890947,0.058168794
RAI14,-0.049436575,0.774506063,0.960393689,5.763105922,-0.286486221,-5.832454822,0.049436575,0.110975178,0.017550702
RAI2,0.321435661,0.055094199,0.519550771,5.739582471,1.918144619,-4.1937593,0.321435661,1.258894125,0.284372007
RALA,0.068695687,0.715186514,0.945323559,6.259700965,0.364899938,-5.730112962,0.068695687,0.145580684,0.024419519
RALB,0.15983734,0.411253012,0.843811852,5.97430675,0.82169244,-5.456155783,0.15983734,0.385890909,0.073754379
RALBP1,-0.036773612,0.85253236,0.972253511,6.071878718,-0.185888554,-5.730224813,0.036773612,0.069289127,0.01222048
RALGAPA1,-0.135104869,0.493109011,0.874672411,6.059716609,-0.68537366,-5.537463077,0.135104869,0.307057061,0.058154572
RALGAPA2,-0.004542272,0.981658353,0.995749177,6.01977238,-0.022989902,-5.746669032,0.004542272,0.008039634,0.001850044
RALGAPB,-0.001523138,0.993646508,0.998081953,5.897180183,-0.007963016,-5.776140712,0.001523138,0.002768089,0.000833797
RALGDS,-0.102303337,0.535534898,0.890593048,6.470021562,-0.619580296,-5.732951448,0.102303337,0.271212223,0.050320699
RALGPS1,0.131697399,0.468133743,0.865209015,5.822153911,0.7255204,-5.583166528,0.131697399,0.329630054,0.062878964
RALGPS2,0.03824936,0.828905957,0.96697975,6.372560559,0.216105232,-5.825513101,0.03824936,0.081494739,0.014582621
RALY,-0.227860209,0.199521134,0.722489999,6.361388955,-1.282921607,-5.08855447,0.227860209,0.700011095,0.14116816
RALYL,0.318043209,0.062527173,0.536657708,5.772795374,1.862550002,-4.278233147,0.318043209,1.203931205,0.270302628
RAMAC,-0.004903105,0.978653785,0.995134365,6.315645326,-0.026756741,-5.8148384,0.004903105,0.00937092,0.002118276
RAMP1,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
RAMP2,0.146292415,0.348632433,0.827042313,5.672602272,0.937247578,-5.552718767,0.146292415,0.457632213,0.082472271
RAMP3,-0.023593344,0.899577321,0.982056359,5.855013351,-0.126195485,-5.789651853,0.023593344,0.045961502,0.007863588
RAN,-0.311062351,0.035439474,0.463984003,6.616231036,-2.103316177,-3.93162697,0.311062351,1.45051273,0.333496993
RANBP1,-0.143644734,0.41591575,0.843811852,6.373892262,-0.813529198,-5.54518805,0.143644734,0.380994633,0.073754379
RANBP10,0.08418784,0.669479712,0.932343781,6.052307248,0.426862857,-5.666479982,0.08418784,0.174262579,0.030423922
RANBP17,0.03153209,0.871299899,0.976328838,5.944947856,0.162007784,-5.748591133,0.03153209,0.059832336,0.010403883
RANBP2,-0.091759471,0.52933936,0.887873483,6.62047169,-0.629015985,-5.840468333,0.091759471,0.276265812,0.051648914
RANBP3,-0.176901013,0.350370672,0.827763669,6.230858872,-0.93387289,-5.389286962,0.176901013,0.455472254,0.082093639
RANBP3L,-0.15032494,0.424056715,0.843811852,5.882379482,-0.799404852,-5.501288436,0.15032494,0.372576056,0.073754379
RANBP6,-0.402647441,0.032756162,0.451503197,6.116872128,-2.135075246,-3.719051819,0.402647441,1.484706994,0.34533917
RANBP9,0.081723602,0.662587045,0.93061027,6.270804126,0.436344858,-5.708713192,0.081723602,0.17875706,0.031232159
RANGAP1,-0.089939024,0.644566451,0.925671944,6.156549931,-0.461324356,-5.662899543,0.089939024,0.190732303,0.033542899
RANGRF,0.033229999,0.858723062,0.974044628,5.854337165,0.178000136,-5.783812517,0.033229999,0.066146873,0.011421145
RAP1A,-0.123408348,0.530987987,0.888372328,6.051333471,-0.626499718,-5.572876092,0.123408348,0.274915304,0.051404978
RAP1B,-0.143737606,0.454223225,0.857910467,6.1993805,-0.748394428,-5.518998351,0.143737606,0.342730664,0.066558033
RAP1GAP,-0.327876082,0.084650943,0.583658708,6.151867649,-1.724324448,-4.433467432,0.327876082,1.0723682,0.23384103
RAP1GAP2,0.042613185,0.829265244,0.96697975,6.037200352,0.215644316,-5.725834251,0.042613185,0.081306536,0.014582621
RAP1GDS1,-0.342839952,0.073357089,0.562383101,6.024301088,-1.790612687,-4.323451945,0.342839952,1.134557913,0.249967738
RAP2A,0.03441367,0.856803887,0.973212078,5.892805877,0.180444411,-5.764073453,0.03441367,0.067118572,0.01179251
RAP2B,0.200493011,0.303561209,0.801585281,6.072115661,1.028829342,-5.281649053,0.200493011,0.517753727,0.096050266
RAP2C,0.069819098,0.721059584,0.945711476,5.973262722,0.35704358,-5.698718092,0.069819098,0.142028846,0.024241341
RAPGEF1,0.120847962,0.53656222,0.8913652,5.994661052,0.618021045,-5.583993668,0.120847962,0.27037991,0.049944325
RAPGEF2,-0.048211393,0.80744368,0.963639105,6.04847284,-0.243725513,-5.719116997,0.048211393,0.09288776,0.016085584
RAPGEF3,0.162568069,0.366956661,0.838421843,5.825142367,0.902190845,-5.457954972,0.162568069,0.435385225,0.076537416
RAPGEF4,0.021696069,0.910755336,0.984072858,5.928078919,0.112086004,-5.759726424,0.021696069,0.040598276,0.006972746
RAPGEF5,-0.016142384,0.932596302,0.989728096,5.892946414,-0.084578854,-5.774922367,0.016142384,0.030306311,0.004484101
RAPGEF6,0.151401267,0.419923632,0.843811852,5.892523702,0.806555527,-5.497584882,0.151401267,0.376829684,0.073754379
RAPGEFL1,-0.248260403,0.19019419,0.714298343,5.91496524,-1.310009628,-5.006016821,0.248260403,0.720802755,0.146120357
RAPH1,0.044401495,0.822314526,0.965547028,6.04820925,0.224569389,-5.723569063,0.044401495,0.084962038,0.015226569
RAPSN,0.277210008,0.142306209,0.681226326,5.926876872,1.467262999,-4.810111018,0.277210008,0.846776151,0.166708577
RARA,-0.570960879,0.001445726,0.142114876,6.089456143,-3.185410382,-1.18660321,0.570960879,2.839913977,0.847360459
RARB,0.080560977,0.631705484,0.9205293,5.743312316,0.479328538,-5.788314098,0.080560977,0.199485353,0.035962384
RARG,-0.113067311,0.566394282,0.90383009,6.036261543,-0.573370896,-5.600624718,0.113067311,0.24688114,0.043913204
RARRES1,-0.007611272,0.965789413,0.993219603,5.790315241,-0.042889816,-5.843691419,0.007611272,0.01511756,0.002954717
RARRES2,-0.24375471,0.206373804,0.728352899,6.140788367,-1.263603917,-5.046537274,0.24375471,0.68534543,0.137658147
RARS1,0.043813427,0.822810867,0.965548989,6.147825718,0.223931478,-5.733099748,0.043813427,0.084699981,0.015225686
RARS2,0.237370485,0.212976205,0.735185858,5.9756516,1.245427519,-5.076467149,0.237370485,0.671668915,0.133602855
RASA1,0.181944572,0.307139234,0.804384012,6.357321944,1.021245983,-5.36262534,0.181944572,0.512664703,0.09453657
RASA2,0.066011636,0.720404952,0.945536263,6.300938025,0.357918176,-5.750881423,0.066011636,0.14242331,0.02432181
RASA3,0.083152899,0.643010988,0.925046704,5.808854222,0.463493814,-5.736139716,0.083152899,0.191781605,0.03383634
RASA4,0.463823188,0.01053953,0.319338147,6.223113307,2.557632244,-2.833621073,0.463823188,1.977178747,0.4957492
RASAL1,0.033333193,0.842156077,0.970726174,5.736343507,0.19913664,-5.880051466,0.033333193,0.074607413,0.01290326
RASAL2,-0.012423481,0.949755677,0.992112919,6.001708782,-0.063013682,-5.74704204,0.012423481,0.022388102,0.003438895
RASAL3,0.017298394,0.916955867,0.984997976,5.729361541,0.104269155,-5.901645988,0.017298394,0.037651566,0.006564662
RASD1,-0.101138881,0.608189028,0.915288486,6.039572307,-0.512661076,-5.629932811,0.101138881,0.215961419,0.038442001
RASD2,-0.106752912,0.570792055,0.904408398,5.869696903,-0.566886387,-5.644363501,0.106752912,0.243522081,0.043635414
RASEF,-0.228989273,0.196559427,0.719208516,6.363017005,-1.291420722,-5.079829942,0.228989273,0.706506123,0.143145179
RASGEF1A,0.205150011,0.291472755,0.789044947,6.042121916,1.054899283,-5.258794269,0.205150011,0.535402034,0.102898257
RASGEF1B,-0.132636045,0.49523074,0.875299,5.963916612,-0.682014322,-5.551172778,0.132636045,0.305192405,0.057843568
RASGEF1C,0.108542062,0.505573043,0.882319914,5.715281364,0.665747948,-5.716816942,0.108542062,0.296216091,0.054373919
RASGRF1,0.18903366,0.293555854,0.791731796,5.828973916,1.05035594,-5.326551656,0.18903366,0.532309255,0.101421914
RASGRF2,-0.047873182,0.777710566,0.960922211,5.747181373,-0.282304216,-5.849543861,0.047873182,0.109182001,0.017311768
RASGRP1,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
RASGRP2,0.192220753,0.284366505,0.783407301,5.822496759,1.07056488,-5.308862762,0.192220753,0.546121559,0.106012385
RASGRP3,0.008926714,0.956052355,0.992172127,5.711075896,0.055108159,-5.927466174,0.008926714,0.019518324,0.003412978
RASGRP4,0.08880189,0.610846685,0.915288486,5.775098804,0.508866099,-5.740795797,0.08880189,0.214067779,0.038442001
RASIP1,0.244997892,0.14113894,0.680353326,5.730936708,1.471569173,-4.899756171,0.244997892,0.850353148,0.167265488
RASL10A,-0.08178533,0.678887542,0.935417382,6.045752844,-0.413982304,-5.669863259,0.08178533,0.168202161,0.028994564
RASL10B,-0.226442882,0.184263334,0.708097475,5.760723861,-1.327746968,-5.066998801,0.226442882,0.734561074,0.149906954
RASL11A,-0.524043217,0.003759504,0.214299363,6.2188115,-2.897702703,-1.98605873,0.524043217,2.424869429,0.66897912
RASL11B,0.084222524,0.596943828,0.915288486,5.696362093,0.528801438,-5.814215548,0.084222524,0.224066534,0.038442001
RASL12,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
RASSF1,-0.135396427,0.478160121,0.869349479,6.224014984,-0.709266302,-5.550056597,0.135396427,0.320426647,0.060805602
RASSF10,0.456286558,0.006968879,0.273440644,5.750882707,2.698357687,-2.522166638,0.456286558,2.156837099,0.563136932
RASSF2,0.217449478,0.175847076,0.708097475,5.688609734,1.353658237,-5.083083551,0.217449478,0.754864849,0.149906954
RASSF3,0.255524366,0.185595278,0.70879589,6.001122018,1.323727211,-4.975694077,0.255524366,0.731433078,0.149478809
RASSF4,-0.046183344,0.785951734,0.963186733,5.7496515,-0.271571607,-5.849696834,0.046183344,0.104604124,0.016289508
RASSF5,0.190000098,0.301323034,0.798724141,5.848286347,1.033603216,-5.324956886,0.190000098,0.520967669,0.097603189
RASSF6,-0.046140803,0.813733348,0.963639105,5.966915616,-0.235612865,-5.729865371,0.046140803,0.089517886,0.016085584
RASSF7,-0.021919943,0.902517193,0.982432319,6.355287648,-0.122482303,-5.829924742,0.021919943,0.044544516,0.007697359
RASSF8,0.018010074,0.922787349,0.986661923,5.845674177,0.096923376,-5.798189094,0.018010074,0.034898368,0.005831632
RASSF9,0.004218071,0.980887043,0.995749177,5.78231928,0.023956863,-5.851502281,0.004218071,0.008381002,0.001850044
RAVER1,-0.167680339,0.392124794,0.84104797,6.079063287,-0.855772378,-5.424263384,0.167680339,0.406575696,0.075179233
RAVER2,-0.057334275,0.750801393,0.95679023,5.808854222,-0.317583308,-5.782653085,0.057334275,0.12447493,0.019183268
RAX,-0.06740606,0.69533193,0.941941603,5.760739169,-0.391630183,-5.801941112,0.06740606,0.157807827,0.025976021
RAX2,-0.050008571,0.762446684,0.958443684,5.727011593,-0.302269866,-5.866866278,0.050008571,0.11779052,0.0184334
RB1,0.126443712,0.505208773,0.882319914,5.895536461,0.666317864,-5.581989758,0.126443712,0.296529117,0.054373919
RB1CC1,-0.008253239,0.965589463,0.993219603,5.897588018,-0.043140649,-5.775168128,0.008253239,0.015207482,0.002954717
RBAK,0.01287109,0.943491264,0.991996452,5.816661881,0.070882605,-5.821203319,0.01287109,0.025262117,0.003489881
RBBP4,0.055662638,0.708756624,0.944778241,6.595246348,0.373527073,-5.941329522,0.055662638,0.149502869,0.024670118
RBBP5,0.032687051,0.867072866,0.975678993,6.157599095,0.167377935,-5.744765733,0.032687051,0.061944404,0.010693046
RBBP6,-0.125145271,0.508354465,0.883527471,6.241011237,-0.661403395,-5.587490654,0.125145271,0.293833358,0.053779943
RBBP7,0.090839446,0.540818923,0.893430725,6.599720072,0.611576216,-5.834044743,0.090839446,0.266948121,0.048939116
RBBP8,0.01221292,0.94844402,0.992112919,5.87257614,0.064660955,-5.785723313,0.01221292,0.022988297,0.003438895
RBBP8NL,0.210961138,0.200991185,0.722489999,5.719773557,1.278737254,-5.153015313,0.210961138,0.69682299,0.14116816
RBBP9,-0.140915215,0.424321189,0.843811852,5.787628948,-0.798948675,-5.556943976,0.140915215,0.37230528,0.073754379
RBCK1,0.062907282,0.67098473,0.932343781,6.603237296,0.424797582,-5.927916178,0.062907282,0.173287364,0.030423922
RBFA,-0.18233158,0.339358085,0.822940092,6.208119731,-0.955436805,-5.364656077,0.18233158,0.469341799,0.084631779
RBFOX1,0.535105471,0.00149355,0.145718199,5.716443855,3.175981008,-1.225601892,0.535105471,2.825780262,0.836486206
RBFOX3,0.037666493,0.838137366,0.969426458,5.838074409,0.204276871,-5.790471863,0.037666493,0.076684797,0.013485132
RBIS,-0.239836434,0.132734282,0.665612622,6.51804618,-1.503412943,-4.88924934,0.239836434,0.877016896,0.176778451
RBKS,0.288266202,0.080519242,0.578452351,5.718189404,1.747690705,-4.494511337,0.288266202,1.09410032,0.23773241
RBL1,0.004104736,0.981996716,0.995749177,5.818578894,0.022565715,-5.821666753,0.004104736,0.007889964,0.001850044
RBL2,-0.21425336,0.242661367,0.75674444,6.304769711,-1.168364233,-5.191536221,0.21425336,0.61499936,0.121050761
RBM10,-0.058160422,0.765449726,0.958443684,5.953300938,-0.298332509,-5.718801193,0.058160422,0.116083328,0.0184334
RBM11,-0.393029721,0.034279244,0.459607642,5.973549786,-2.11678704,-3.762778109,0.393029721,1.464968761,0.337612758
RBM12,0.028623612,0.870171847,0.976267066,5.778045477,0.163440432,-5.844390249,0.028623612,0.060394972,0.010431361
RBM12B,0.104593283,0.589662805,0.912589676,5.95108729,0.539325666,-5.632304453,0.104593283,0.229396266,0.039724449
RBM14,-0.1249843,0.525584393,0.88721564,6.064747887,-0.634762053,-5.568539994,0.1249843,0.279357539,0.051970811
RBM15,0.135211639,0.486953565,0.872883366,5.975587379,0.695163729,-5.542880659,0.135211639,0.31251245,0.059043783
RBM15B,-0.63088518,0.000356187,0.063357126,6.150104435,-3.570649377,0.006523237,0.63088518,3.44832235,1.19820453
RBM17,-0.490857419,0.008131208,0.290375857,6.109951951,-2.646600825,-2.613945787,0.490857419,2.089844926,0.537039496
RBM18,-0.145414517,0.414632762,0.843811852,5.801760219,-0.815769952,-5.5352728,0.145414517,0.382336385,0.073754379
RBM19,-0.079724594,0.686063963,0.937499096,6.100043418,-0.404202928,-5.674893305,0.079724594,0.163635392,0.028029142
RBM20,-0.2020323,0.229380121,0.748465154,5.743310997,-1.201961108,-5.225924441,0.2020323,0.639444223,0.125828414
RBM22,-0.004860666,0.98035372,0.995749177,6.011226264,-0.024625483,-5.74751488,0.004860666,0.008617199,0.001850044
RBM23,0.171958039,0.376743404,0.838421843,5.981837264,0.883914692,-5.408163708,0.171958039,0.423954343,0.076537416
RBM24,0.281072135,0.135772001,0.669351546,5.942023386,1.491728587,-4.779200301,0.281072135,0.867189783,0.174345729
RBM25,0.106935611,0.585621987,0.910172215,6.119703553,0.545192199,-5.619504066,0.106935611,0.232382626,0.040876426
RBM26,-0.103869475,0.593922229,0.914709778,6.161406087,-0.533161782,-5.63129478,0.103869475,0.22627042,0.038716679
RBM27,-0.180471618,0.35594193,0.832899697,6.108047981,-0.923127553,-5.372108568,0.180471618,0.448620849,0.079407296
RBM28,0.110115459,0.562454646,0.902579639,5.894878705,0.57920042,-5.629578167,0.110115459,0.249912491,0.044514468
RBM3,-0.094452132,0.565494487,0.903455211,6.476121253,-0.57470061,-5.762043253,0.094452132,0.247571624,0.044093373
RBM33,0.04729236,0.792772911,0.963639105,5.807556064,0.262711929,-5.799833575,0.04729236,0.100851198,0.016085584
RBM34,0.170607655,0.381730865,0.839071127,6.00436489,0.874713633,-5.413313042,0.170607655,0.418242723,0.076201223
RBM38,-0.275602121,0.146321458,0.686063649,5.950042433,-1.45265424,-4.826414308,0.275602121,0.834691979,0.163635591
RBM39,0.035126829,0.757529067,0.958443684,6.892653517,0.308727632,-6.218256689,0.035126829,0.120600698,0.0184334
RBM4,-0.305933502,0.094992047,0.595811779,6.285435199,-1.669641212,-4.542846741,0.305933502,1.022312752,0.224890915
RBM41,0.05888428,0.756751689,0.958443684,5.889563874,0.30974965,-5.738245533,0.05888428,0.121046601,0.0184334
RBM42,0.240326617,0.193088975,0.716641665,5.880322235,1.301499985,-5.036091882,0.240326617,0.714242523,0.144697946
RBM43,-0.004104427,0.982361873,0.995749177,5.845854581,-0.022107944,-5.803046297,0.004104427,0.007728501,0.001850044
RBM44,0.430605225,0.010628436,0.319587401,5.743365291,2.554709342,-2.872619693,0.430605225,1.973530641,0.495410351
RBM45,0.035618253,0.840982234,0.970277206,5.791218185,0.200637523,-5.825730429,0.035618253,0.075213179,0.013104171
RBM46,0.292912236,0.05463321,0.518475571,5.595821416,1.921793948,-4.253542266,0.292912236,1.262543282,0.285271701
