label,logFC,P.Value,adj.P.Val,AveExpr,t,B,absLogFC,log10Pvalue,log10Padj
EDN2,-0.209399639,0.274182849,0.775679116,5.928367256,-1.093483798,-5.233718673,0.209399639,0.561959715,0.110317901
EDN3,0.074146555,0.61031413,0.915288486,5.617846716,0.509625967,-5.907021564,0.074146555,0.214446575,0.038442001
EDNRA,-0.057250607,0.753177424,0.957531465,5.819089747,-0.314452914,-5.775900061,0.057250607,0.123102706,0.018846946
EDNRB,0.394722611,0.01817086,0.374588459,5.721499091,2.36213876,-3.315345465,0.394722611,1.740624529,0.426445608
EDRF1,0.120760002,0.529652754,0.888125831,5.925020193,0.628537353,-5.593377827,0.120760002,0.276008766,0.051525499
EEA1,-0.099770821,0.610592018,0.915288486,6.136928744,-0.50922943,-5.637570925,0.099770821,0.214248877,0.038442001
EED,-0.010368551,0.958061108,0.992460464,6.110614581,-0.052586904,-5.747518345,0.010368551,0.018606789,0.003286785
EEF1A2,0.022108409,0.903113948,0.982432319,5.815839257,0.121728783,-5.816540078,0.022108409,0.04425745,0.007697359
EEF1AKMT1,0.150244236,0.334145914,0.821477522,5.669152774,0.965799211,-5.530259374,0.150244236,0.476063845,0.085404316
EEF1AKMT2,-0.048550094,0.800663254,0.963639105,6.210283499,-0.25248918,-5.742561769,0.048550094,0.096550103,0.016085584
EEF1AKMT3,0.312781603,0.085477594,0.583734839,5.878931839,1.719760766,-4.470366307,0.312781603,1.068147712,0.233784386
EEF1AKMT4,0.216366576,0.233731912,0.753281075,5.848726707,1.190804356,-5.174756383,0.216366576,0.631281989,0.123042944
EEF1AKNMT,-0.266666001,0.119627321,0.642685524,6.417789244,-1.55634689,-4.75903341,0.266666001,0.922169622,0.192001482
EEF1B2,-0.169636801,0.175478944,0.708097475,6.794013158,-1.354812494,-5.293622353,0.169636801,0.755774989,0.149906954
EEF1D,-0.09558423,0.377648684,0.838421843,6.945263911,-0.882239051,-5.934919604,0.09558423,0.422912025,0.076537416
EEF1E1,-0.109723107,0.568272248,0.903966195,5.917288074,-0.570598904,-5.624058835,0.109723107,0.245443553,0.04384781
EEF1G,-0.002855859,0.973277852,0.993677392,7.174025974,-0.033497554,-6.544431545,0.002855859,0.011763159,0.002754591
EEF2K,-0.131926101,0.439182344,0.850099351,6.426226315,-0.773576345,-5.604803963,0.131926101,0.357355128,0.070530315
EEF2KMT,-0.047136363,0.80989099,0.963639105,5.969893121,-0.240567005,-5.72831906,0.047136363,0.091573433,0.016085584
EEFSEC,0.033383625,0.823954949,0.965574743,5.653228225,0.222461416,-5.977117102,0.033383625,0.084096533,0.015214103
EEPD1,0.006300482,0.969815478,0.993325784,5.732200592,0.037839767,-5.902660581,0.006300482,0.013310889,0.002908291
EFCAB1,-0.040798183,0.790652203,0.963639105,5.672669878,-0.265464167,-5.944976059,0.040798183,0.102014515,0.016085584
EFCAB10,0.074146555,0.61031413,0.915288486,5.617846716,0.509625967,-5.907021564,0.074146555,0.214446575,0.038442001
EFCAB11,0.319142259,0.075306119,0.568279749,5.874506945,1.778605312,-4.385328537,0.319142259,1.123169735,0.24543782
EFCAB12,0.022958876,0.903738815,0.982432319,5.882785704,0.120939842,-5.776382775,0.022958876,0.043957065,0.007697359
EFCAB13,-0.095849153,0.627376148,0.918803758,6.046211413,-0.485424046,-5.641403394,0.095849153,0.202471996,0.036777237
EFCAB14,0.012473667,0.947596756,0.992112919,6.244745124,0.065725104,-5.781304233,0.012473667,0.023376435,0.003438895
EFCAB2,-0.233405473,0.230354057,0.74888124,6.014168557,-1.199451235,-5.111199168,0.233405473,0.637604134,0.125587049
EFCAB3,0.011904472,0.950640898,0.992112919,5.910201741,0.061902054,-5.769551046,0.011904472,0.021983506,0.003438895
EFCAB5,-0.100814506,0.573719704,0.905549972,5.802138517,-0.562582769,-5.690585811,0.100814506,0.241300235,0.043087578
EFCAB6,-0.060358645,0.728881565,0.948663483,5.771274448,-0.346614203,-5.806610075,0.060358645,0.137343034,0.022887816
EFCAB7,0.102825538,0.531158847,0.888372328,5.721445449,0.626239165,-5.734154002,0.102825538,0.27477558,0.051404978
EFCAB8,0.190230557,0.235898524,0.754478781,5.695098209,1.185304649,-5.28297071,0.190230557,0.627274776,0.12235297
EFCAB9,0.179079326,0.240478245,0.754478781,5.632415885,1.173795996,-5.338725057,0.179079326,0.618924206,0.12235297
EFCC1,-0.118034024,0.541643445,0.89359532,6.18409473,-0.610330793,-5.59786048,0.118034024,0.266286508,0.048859114
EFEMP1,-0.205239396,0.190254355,0.714298343,6.539015538,-1.309831797,-5.158015277,0.205239396,0.720665393,0.146120357
EFEMP2,0.162607033,0.348234797,0.827042313,5.771228844,0.938021067,-5.460770737,0.162607033,0.458127835,0.082472271
EFHB,0.037848976,0.79783224,0.963639105,5.636164362,0.256153959,-5.984050806,0.037848976,0.098088418,0.016085584
EFHC1,0.19493845,0.304305397,0.801607649,6.222608875,1.027247224,-5.304734094,0.19493845,0.516690346,0.096038147
EFHC2,0.061465361,0.699253609,0.94220553,5.695638946,0.386328807,-5.876003501,0.061465361,0.155365284,0.025854351
EFHD1,-0.444245664,0.001871339,0.15886815,6.675090078,-3.109970975,-1.476057534,0.444245664,2.727847599,0.798963161
EFHD2,0.216732253,0.157180065,0.693679602,5.635408393,1.414625262,-5.042930462,0.216732253,0.803602535,0.158841076
EFL1,0.127018694,0.46512755,0.863424079,5.777577718,0.730431231,-5.617550019,0.127018694,0.332427936,0.063775844
EFNA1,-0.141818914,0.343531924,0.824258654,6.592300751,-0.947212124,-5.580792983,0.141818914,0.464032898,0.083936484
EFNA2,0.076626813,0.690752565,0.939676472,5.917609977,0.397834601,-5.698296953,0.076626813,0.160677494,0.027021647
EFNA3,-0.215930215,0.231154927,0.750215837,6.335163055,-1.19739301,-5.173615833,0.215930215,0.636096846,0.124813772
EFNA4,-0.288255431,0.10088445,0.60247819,6.375553332,-1.640588972,-4.616509104,0.288255431,0.996175771,0.22005867
EFNA5,0.145575313,0.406347553,0.843811852,5.784570965,0.830340154,-5.538660062,0.145575313,0.391102351,0.073754379
EFNB1,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
EFNB2,0.322276409,0.05928346,0.530294852,5.771693014,1.886096812,-4.237034602,0.322276409,1.227066457,0.275482589
EFNB3,-0.283926166,0.13328548,0.666373349,5.929938903,-1.501277549,-4.763541581,0.283926166,0.87521716,0.176282381
EFR3A,-0.180876325,0.346618145,0.827042313,6.195131044,-0.941171601,-5.371081075,0.180876325,0.460148707,0.082472271
EFR3B,0.072697631,0.645398086,0.925671944,5.689252183,0.460165336,-5.853348452,0.072697631,0.190172327,0.033542899
EFS,-0.061021153,0.721036782,0.945711476,5.754025381,-0.35707404,-5.820396039,0.061021153,0.14204258,0.024241341
EFTUD2,-0.105597923,0.592377631,0.913953672,6.034497274,-0.535394644,-5.619421107,0.105597923,0.22740135,0.039075818
EGF,-0.359313663,0.056585609,0.52527281,5.979560381,-1.906509949,-4.138905068,0.359313663,1.247294004,0.279615079
EGFL6,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
EGFL7,0.084331763,0.668887134,0.932343781,6.042031719,0.427676528,-5.666340452,0.084331763,0.174647157,0.030423922
EGFL8,0.40473162,0.017081909,0.37264417,5.76899837,2.384961302,-3.25694306,0.40473162,1.767463587,0.428705669
EGFLAM,0.136224209,0.418977269,0.843811852,5.745933631,0.808198642,-5.5898157,0.136224209,0.377809539,0.073754379
EGFR,0.292134281,0.08572839,0.584147807,5.76300853,1.718383255,-4.519755356,0.292134281,1.066875333,0.23347725
EGLN1,-0.066070604,0.731908593,0.949671955,6.199667374,-0.342588297,-5.715650141,0.066070604,0.135543154,0.022426387
EGLN2,-0.251374177,0.195649545,0.719208516,6.080352454,-1.294050595,-5.006042717,0.251374177,0.708521157,0.143145179
EGLN3,-0.219010126,0.135434609,0.669351546,6.619428266,-1.493016303,-4.971488015,0.219010126,0.868270343,0.174345729
EGR1,-0.115106236,0.109727235,0.622343021,7.323851867,-1.599427961,-5.450986117,0.115106236,0.959685564,0.205970176
EGR2,-0.312834965,0.073140865,0.562383101,5.803141943,-1.791960792,-4.382064935,0.312834965,1.135839909,0.249967738
EGR3,0.306463732,0.093016281,0.591980205,5.890936707,1.679705606,-4.53041089,0.306463732,1.031441028,0.227692815
EGR4,0.081755439,0.634709109,0.921851533,5.763258244,0.475110024,-5.768783218,0.081755439,0.197425269,0.035339018
EHBP1,0.112712249,0.540582371,0.893430725,5.838447384,0.611933696,-5.639722468,0.112712249,0.267138121,0.048939116
EHBP1L1,0.641921777,0.000151966,0.035478289,6.069087792,3.787912861,0.745569036,0.641921777,3.81825447,1.450037338
EHD1,-0.128321896,0.493285869,0.874672411,5.868821625,-0.685093346,-5.581817405,0.128321896,0.306901325,0.058154572
EHD2,0.247156599,0.194660064,0.718937319,5.939352797,1.296920732,-5.01722496,0.247156599,0.710723137,0.143308972
EHD3,0.081029503,0.664600795,0.931426155,5.859726191,0.433570591,-5.711733706,0.081029503,0.177439144,0.030851571
EHD4,0.11691435,0.550832128,0.898035236,5.996313704,0.596514747,-5.593748256,0.11691435,0.258980737,0.046706623
EHF,0.028036432,0.825775599,0.966336116,6.772002373,0.220123006,-6.132722437,0.028036432,0.083137955,0.014871789
EHHADH,0.443346679,0.007226832,0.277157166,5.670193033,2.686236457,-2.562902179,0.443346679,2.141052046,0.557273889
EHMT1,-0.008676746,0.95703261,0.992282933,6.501427585,-0.053877764,-5.932947371,0.008676746,0.019073264,0.003364478
EHMT2,0.128296992,0.496647708,0.876738113,5.884472753,0.679775116,-5.578504021,0.128296992,0.303951565,0.057130114
EI24,-0.352364812,0.054549015,0.518475571,6.277342692,-1.922463232,-4.128147981,0.352364812,1.263213088,0.285271701
EID1,-0.087513085,0.624165356,0.916761273,6.356537335,-0.48995636,-5.728548176,0.087513085,0.204700341,0.037743741
EID2,-0.227641801,0.2430669,0.75674444,6.088523522,-1.167359027,-5.143829096,0.227641801,0.614274177,0.121050761
EID2B,0.108779449,0.499454288,0.878433052,5.707080837,0.675349957,-5.721764975,0.108779449,0.301504254,0.056291332
EID3,0.273785368,0.118015292,0.639631921,5.80088458,1.56316582,-4.732858773,0.273785368,0.928061716,0.194069871
EIF1,-0.074534819,0.573593686,0.905549972,6.729132151,-0.562767798,-5.967758029,0.074534819,0.241395638,0.043087578
EIF1AD,-0.24926758,0.197122125,0.719775159,6.143357758,-1.289798789,-5.014890932,0.24926758,0.705264627,0.142803146
EIF1AX,-0.311034634,0.07743259,0.576408324,6.362513303,-1.765790777,-4.418745463,0.311034634,1.111076214,0.239269756
EIF1AY,0.115148891,0.425385616,0.843811852,5.596577385,0.797114384,-5.736343203,0.115148891,0.371217199,0.073754379
EIF1B,0.100331543,0.604009792,0.915288486,6.183868212,0.518643773,-5.644385711,0.100331543,0.218956021,0.038442001
EIF2A,-0.056144138,0.776075522,0.960436083,6.018359988,-0.284437393,-5.711355913,0.056144138,0.110096014,0.017531532
EIF2AK1,-0.224712829,0.142210881,0.681218933,6.56717817,-1.467613654,-4.971842189,0.224712829,0.847067174,0.16671329
EIF2AK2,-0.384309706,0.039334895,0.483252479,6.009364259,-2.060680689,-3.867011867,0.384309706,1.405222009,0.315825909
EIF2AK3,0.159805642,0.414475821,0.843811852,6.060811939,0.816044333,-5.454680459,0.159805642,0.3825008,0.073754379
EIF2AK4,0.055746054,0.727635029,0.948567789,5.702152222,0.348273709,-5.883463159,0.055746054,0.138086402,0.022931627
EIF2B1,-0.000633025,0.997056556,0.999618253,6.417674632,-0.003689073,-5.875467424,0.000633025,0.001280207,0.000165822
EIF2B2,-0.126718818,0.515708307,0.884327732,5.959903244,-0.649976336,-5.568294697,0.126718818,0.287595873,0.053386755
EIF2B3,-0.115721613,0.504810104,0.881894893,5.768787115,-0.666941847,-5.660365215,0.115721613,0.296871961,0.054583172
EIF2B4,0.023011559,0.907092619,0.983245991,6.107215607,0.116706684,-5.742610647,0.023011559,0.042348367,0.007337816
EIF2B5,0.027999372,0.887316564,0.978645942,6.088593912,0.141700713,-5.73778718,0.027999372,0.051921411,0.0093744
EIF2D,0.234176739,0.202840659,0.724391141,5.863245885,1.273504509,-5.072216687,0.234176739,0.692844988,0.14002687
EIF2S1,-0.249914456,0.195667699,0.719208516,6.02860514,-1.293998038,-5.010486562,0.249914456,0.708480863,0.143145179
EIF2S2,-0.187583096,0.313361286,0.809627618,6.278531936,-1.008196829,-5.338599096,0.187583096,0.503954659,0.091714686
EIF2S3,-0.188332493,0.332029485,0.821260095,6.148322061,-0.970036641,-5.337740001,0.188332493,0.478823349,0.085519279
EIF2S3B,-0.236194295,0.059178895,0.530294852,6.800132785,-1.886873476,-4.468249064,0.236194295,1.227833148,0.275482589
EIF3A,0.034586751,0.799063108,0.963639105,6.700447601,0.254560314,-6.063575957,0.034586751,0.09741892,0.016085584
EIF3B,-0.247560659,0.19935722,0.722489999,6.147789168,-1.283389566,-5.023784326,0.247560659,0.700368031,0.14116816
EIF3C,-0.123090518,0.203360885,0.724937157,7.058342056,-1.272038892,-5.633186653,0.123090518,0.691732577,0.13969964
EIF3D,-0.217161224,0.264739539,0.772095387,6.017109736,-1.115262141,-5.198659393,0.217161224,0.577181192,0.112329042
EIF3E,-0.104643391,0.431332942,0.845419809,6.725336487,-0.786914457,-5.819947044,0.104643391,0.365187372,0.07292758
EIF3F,-0.086513901,0.539275722,0.893430725,6.660819609,-0.613909739,-5.881289356,0.086513901,0.268189131,0.048939116
EIF3G,0.097873999,0.467624864,0.865060196,6.710936628,0.726350458,-5.85133034,0.097873999,0.330102405,0.062953671
EIF3H,-0.178902645,0.168259705,0.704003526,6.755891184,-1.37782264,-5.231703898,0.178902645,0.774019877,0.152425166
EIF3I,-0.245664114,0.134327234,0.667515674,6.479927321,-1.497260287,-4.875758504,0.245664114,0.871835928,0.175538532
EIF3J,0.077656874,0.672563612,0.933020696,6.308880755,0.422632891,-5.7312013,0.077656874,0.172266633,0.030108723
EIF3K,0.098742401,0.560474818,0.901863195,6.433563647,0.582137429,-5.729530767,0.098742401,0.251443895,0.044859336
EIF3L,0.035348281,0.821940418,0.965547028,6.532769716,0.225050265,-5.933960234,0.035348281,0.085159663,0.015226569
EIF3M,-0.027323723,0.879431289,0.977279597,6.344738571,-0.151690405,-5.820327365,0.027323723,0.055798087,0.009981168
EIF4A1,-0.015402004,0.914387788,0.98452397,6.640857689,-0.107505865,-6.038600756,0.015402004,0.038869583,0.006773706
EIF4A2,-0.080281719,0.514504929,0.884327732,6.810827247,-0.651840415,-5.984359339,0.080281719,0.28861046,0.053386755
EIF4A3,-0.062134975,0.683637644,0.937026079,6.569007116,-0.407504926,-5.907520428,0.062134975,0.165174031,0.028248322
EIF4B,-0.184891324,0.10349622,0.611810006,6.902000288,-1.628143164,-4.987539072,0.184891324,0.985075513,0.213383424
EIF4E,-0.000453164,0.998140403,0.999914333,6.176906588,-0.002330665,-5.761352889,0.000453164,0.000808365,3.72E-05
EIF4E1B,-0.042465603,0.813756551,0.963639105,5.806856723,-0.235582966,-5.804800847,0.042465603,0.089505502,0.016085584
EIF4E2,0.120557454,0.536730724,0.891385357,6.140588778,0.617765436,-5.585867004,0.120557454,0.270243544,0.049934504
EIF4E3,-0.008642723,0.965135747,0.993219603,6.08313508,-0.043709834,-5.74535217,0.008642723,0.015411599,0.002954717
EIF4EBP1,-0.473689962,0.008398489,0.293588854,6.288090474,-2.63564333,-2.651758508,0.473689962,2.07579885,0.532260436
EIF4EBP2,0.009899708,0.95965442,0.99253513,6.151169575,0.050587321,-5.754373393,0.009899708,0.017885132,0.003254113
EIF4EBP3,0.109323349,0.569958901,0.904400717,5.923986752,0.568113034,-5.624711486,0.109323349,0.24415646,0.043639102
EIF4ENIF1,0.350764096,0.036789918,0.468388075,5.744160915,2.088102748,-3.876968389,0.350764096,1.434271175,0.329394171
EIF4G1,-0.420014436,0.002322493,0.175616211,6.711267067,-3.045599457,-1.68023372,0.420014436,2.634045562,0.755435397
EIF4G2,-0.144717247,0.22898641,0.748465154,6.836350237,-1.202977869,-5.515606919,0.144717247,0.640190292,0.125828414
EIF4G3,-0.245615367,0.18178886,0.708097475,6.291053196,-1.335272326,-4.9984615,0.245615367,0.740432734,0.149906954
EIF4H,0.137363712,0.352730612,0.829304836,6.606262407,0.929308154,-5.608043842,0.137363712,0.452556848,0.081285802
EIF5,-0.434401612,0.013669839,0.346420054,6.346699304,-2.465847618,-3.05756462,0.434401612,1.864236605,0.460396974
EIF5A,-0.218110105,0.111773769,0.62993322,6.695176996,-1.590278348,-4.885071574,0.218110105,0.951660103,0.200705488
EIF5A2,0.04884914,0.757125699,0.958443684,5.689976151,0.309257899,-5.907707614,0.04884914,0.120832013,0.0184334
EIF5AL1,0.22164595,0.20064241,0.722489999,5.773476869,1.27972798,-5.112397261,0.22164595,0.697577264,0.14116816
EIF5B,0.020912825,0.913534307,0.984191013,5.917315191,0.108581808,-5.764596829,0.020912825,0.039275138,0.006920605
EIF6,0.116491396,0.531989093,0.888623861,6.273514579,0.624973685,-5.621907755,0.116491396,0.274097272,0.05128203
EIPR1,-0.139067702,0.473344328,0.867148563,5.952866292,-0.7170497,-5.531397529,0.139067702,0.324822823,0.061906491
ELAC1,-0.035172586,0.846721547,0.971812736,5.818063066,-0.193303434,-5.804553074,0.035172586,0.072259388,0.012417414
ELAC2,0.278441159,0.136926707,0.672550888,5.937068535,1.48734006,-4.789823944,0.278441159,0.863511835,0.172274849
ELANE,-0.167263091,0.314734956,0.809963237,5.733069195,-1.005338976,-5.435562134,0.167263091,0.50205502,0.091534692
ELAPOR1,0.039700948,0.768114082,0.95870534,6.710836158,0.294843082,-6.061519334,0.039700948,0.114574273,0.018314854
ELAPOR2,-0.040665694,0.835599912,0.96915097,5.969079595,-0.207525236,-5.734916357,0.040665694,0.078001614,0.013608565
ELAVL1,0.063310923,0.729434937,0.948773261,6.315743244,0.345877807,-5.761565261,0.063310923,0.137013439,0.022837564
ELAVL2,0.115148891,0.425385616,0.843811852,5.596577385,0.797114384,-5.736343203,0.115148891,0.371217199,0.073754379
ELAVL3,0.025012464,0.8990063,0.98205078,6.002516703,0.126916908,-5.741932333,0.025012464,0.046237265,0.007866055
ELAVL4,-0.195537293,0.24711861,0.75681855,5.748993744,-1.15738003,-5.270342315,0.195537293,0.607094548,0.121008232
ELF1,-0.024105089,0.898633839,0.98205078,6.251730081,-0.127387509,-5.778575714,0.024105089,0.046417231,0.007866055
ELF2,-0.24886184,0.184450618,0.708097475,6.245808248,-1.327180455,-4.993546345,0.24886184,0.734119884,0.149906954
ELF3,-0.087084514,0.506674235,0.883251324,6.74059697,-0.664026399,-5.917781168,0.087084514,0.29527118,0.053915703
ELF4,0.010531764,0.95118052,0.992112919,5.760169478,0.061224454,-5.871465783,0.010531764,0.021737052,0.003438895
ELF5,-0.066479754,0.72390645,0.946674189,5.867666796,-0.353243297,-5.734205323,0.066479754,0.140317554,0.023799464
ELFN1,-0.039655386,0.825812001,0.966336116,5.80792759,-0.220076263,-5.808380145,0.039655386,0.08311881,0.014871789
ELFN2,0.088743958,0.622803264,0.915828097,5.814194722,0.49188211,-5.718667044,0.088743958,0.20564912,0.038186037
ELK1,-0.018759385,0.921228141,0.986661923,6.245591937,-0.098886944,-5.779210785,0.018759385,0.035632804,0.005831632
ELK3,-0.244395811,0.207546606,0.729734181,6.048194101,-1.260344727,-5.046267254,0.244395811,0.682884363,0.136835311
ELK4,-0.027981929,0.8647874,0.975226207,6.475744126,-0.170283463,-5.90208011,0.027981929,0.063090646,0.010894637
ELL,0.011173765,0.954605734,0.992112919,6.137197128,0.056924079,-5.751321127,0.011173765,0.020175961,0.003438895
ELL2,-0.068949938,0.727192356,0.948506016,6.04150931,-0.348863268,-5.691841483,0.068949938,0.138350695,0.02295991
ELL3,-0.025298993,0.89484202,0.980817247,5.899329614,-0.132180053,-5.767683064,0.025298993,0.04825363,0.008411906
ELMO1,0.42023526,0.020231416,0.388347544,5.913369872,2.322048086,-3.360274086,0.42023526,1.693973716,0.410779437
ELMO2,-0.099990697,0.610487323,0.915288486,5.98782636,-0.509378817,-5.63582633,0.099990697,0.21432335,0.038442001
ELMO3,-0.100262033,0.609738342,0.915288486,6.125318975,-0.510447853,-5.63479644,0.100262033,0.214856494,0.038442001
ELMOD1,0.271413834,0.084695113,0.583658708,5.653575124,1.724079691,-4.567107522,0.271413834,1.07214165,0.23384103
ELMOD2,-0.364474645,0.0479799,0.510610025,6.244786293,-1.977559408,-4.026758545,0.364474645,1.318940661,0.291910663
